species,species_refID,datetime,temp,humid,lengthAudio,log_maxAmp,log_rangeAmp,log_iqrAmp,log_crestFactor,log_power,log_rms,sqrt_domfreq,bioacousticIndex,bioacousticIndex_2,bioacousticIndex_3,bioacousticIndex_4,log_amplitudeIndex,spectralEntropy,temporalEntropy,acousticEntropy,harmonics.1,harmonics.2,harmonics.3,harmonics.4,harmonics.5,harmonics.6,harmonics.7,harmonics.8,harmonics.9,harmonics.10,log_gamAmp,log_maxAmp_g,log_rangeAmp_g,log_iqrAmp_g,log_crestFactor_g,log_power_g,log_rms_g,log_fundFreq,sqrt_domfreq_g,bioacousticIndex_g,bioacousticIndex_g_2,bioacousticIndex_g_3,bioacousticIndex_g_4,log_amplitudeIndex_g,spectralEntropy_g,temporalEntropy_g,acousticEntropy_g,harmonics_g.1,harmonics_g.2,harmonics_g.3,harmonics_g.4,harmonics_g.5,harmonics_g.6,harmonics_g.7,harmonics_g.8,harmonics_g.9,harmonics_g.10
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,10/02/2020 16:54,25.2,35,1740,-8.523406043,-7.977181156,-9.384609597,1.053157107,-19.1531263,-9.57656315,0.48713929,2.850522796,2.32009534,0.445696341,5.22600451,-19.24183201,0.862292105,0.393604172,0.33940177,0.005859375,0.015625,0.237304688,0.224609375,0.106445313,0.030273438,0.338867188,0.11328125,0.357421875,0.448242188,-3.629751136,0.000110667,-8.570921428,-10.73617534,1.409383486,-21.03673224,-10.51836612,-1.446918983,0.48713929,2.059257288,1.579782967,0.626864507,5.315408422,-25.0735523,0.924044448,0.31251936,0.28878178,0.237304688,0.224609375,0.12109375,0.106445313,0.338867188,0.358398438,0.11328125,0.448242188,0.323242188,0.696289063
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,10/02/2020 16:55,25.2,35,297,-8.669490809,-8.664745878,-9.51553463,0.880192204,-19.09936603,-9.549683013,0.31868872,2.819594048,2.726455937,1.325188152,3.917357432,-18.60216757,0.819419712,0.184326759,0.15104098,0.1015625,0.133789063,1.395507813,0.6171875,0.58203125,0.186523438,0.961914063,2.045898438,1.528320313,0.997070313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,10/02/2020 17:01,25.2,35,671,-8.077653756,-7.646026788,-9.202473355,1.011191923,-18.17769136,-9.088845679,0.23799291,3.046080571,2.986776979,0.917481245,4.486829996,-19.46432492,0.79041619,0.212164534,0.167698283,0.022460938,0.0078125,0.040039063,0.056640625,0.096679688,0.073242188,0.241210938,0.143554688,0.158203125,0.3203125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,10/02/2020 17:07,25.2,34.5,1762,-8.393424353,-7.91209813,-9.43232711,1.166778571,-19.12040585,-9.560202924,0.317152861,2.634311877,2.62618858,0.523328076,3.070735579,-18.5122018,0.858641409,0.377182758,0.323864735,0.009765625,0.015625,0.002929688,0.021484375,0.100585938,0.20703125,0.108398438,0.302734375,0.02734375,0.215820313,-3.264155502,6.33E-05,-8.98149579,-10.43580002,1.034081837,-21.40411139,-10.70205569,-2.277267285,0.315609529,1.972308961,1.963754991,0.620545215,3.050530945,-23.82358031,0.935254568,0.364454146,0.340857405,0.099609375,0.20703125,0.109375,0.302734375,0.198242188,0.087890625,0.215820313,0.611328125,0.318359375,0.29296875
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,10/02/2020 17:15,25.2,35,1008,-8.679230637,-8.034297605,-9.197443167,0.8091358,-18.97673287,-9.488366436,0.338020432,2.635322759,2.622212936,0.706378665,4.867336898,-19.859798,0.855158023,0.271613547,0.232272504,0.009765625,0.028320313,0.114257813,0.244140625,0.048828125,0.067382813,0.084960938,0.344726563,1.432617188,0.455078125,-3.373626036,5.03E-05,-9.233347995,-11.31821873,1.177416036,-22.15120383,-11.07560191,-2.094945728,0.494105884,1.752644485,1.739729214,0.696582877,4.865487415,-23.00595211,0.9539678,0.224171803,0.213852682,0.244140625,0.490234375,0.344726563,0.395507813,1.432617188,1.415039063,0.333984375,1.8125,1.629882813,0.454101563
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,10/02/2020 17:18,25.2,35,350,-7.810969555,-7.154487967,-8.03785743,0.652352978,-16.92664507,-8.463322533,0.274217637,4.395109362,3.514748302,0.738328341,5.10422766,-20.04198751,0.741646821,0.135555444,0.100534264,0.020507813,0.075195313,0.138671875,0.366210938,0.291015625,0.20703125,0.489257813,0.600585938,0.801757813,1.29296875,-2.357076285,8.90E-05,-8.776479005,-10.81149144,1.229337866,-21.11218049,-10.55609024,-2.063693185,0.372386728,3.116792193,3.099092116,1.016543055,5.002806891,-23.29932797,0.928077875,0.095463868,0.088597903,0.138671875,0.362304688,0.29296875,0.487304688,0.603515625,0.797851563,0.693359375,1.721679688,0.892578125,1.291992188
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,10/02/2020 17:21,25.2,35,351,-7.598788429,-6.912941631,-7.88193605,0.5954931,-16.38856306,-8.194281529,0.346579266,3.217095178,3.179707523,1.155834083,5.638617615,-19.95868699,0.688479303,0.132897182,0.091496959,0.022460938,0.120117188,0.206054688,0.250976563,0.45703125,0.276367188,2.686523438,0.751953125,0.890625,1.231445313,-2.130356316,5.14E-05,-9.278683028,-11.46877256,0.980457741,-21.71116568,-10.85558284,NA,0.369754986,1.974810566,1.878573695,1.026273363,5.733920568,-25.48531744,0.933935738,0.093448958,0.087275322,0.13671875,2.685546875,1.796875,2.456054688,0.239257813,0.75,2.0390625,0.891601563,3.086914063,1.915039063
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,10/02/2020 17:21,25.2,35,1816,-8.87845796,-8.223846149,-9.609103681,0.914567994,-19.58605191,-9.793025955,0.347985273,2.914153717,2.639855344,0.511718346,3.60787446,-20.00575425,0.877266041,0.42229394,0.370464133,0.004882813,0.014648438,0.12109375,0.0234375,0.240234375,0.482421875,0.032226563,0.1328125,0.045898438,0.25390625,-3.649632276,6.40E-05,-8.969901634,-10.92957423,1.145136215,-21.6046115,-10.80230575,-2.1102132,0.346579266,2.242376794,1.971083389,0.558027981,3.605826373,-22.85831681,0.940953644,0.354103711,0.333195177,0.120117188,0.240234375,0.482421875,0.25390625,0.606445313,0.59375,0.725585938,0.8359375,0.963867188,1.077148438
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,10/02/2020 17:27,25.2,35,240,-8.546065163,-8.155537947,-9.084333904,0.752967867,-18.59806606,-9.29903303,0.40625,3.028555704,2.925937295,1.318214455,5.480926805,-19.25170246,0.789458662,0.11695014,0.092327301,0.02734375,0.165039063,0.108398438,0.232421875,0.698242188,1.192382813,0.770507813,1.552734375,0.528320313,1.8046875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,10/02/2020 17:29,25.2,35,1770,-9.114882938,-8.690473131,-9.695668566,1.049737561,-20.329241,-10.1646205,0.35078038,2.248211324,2.239986706,0.394886564,3.532714015,-19.17625127,0.899423696,0.387664261,0.348674422,0.004882813,0.014648438,0.123046875,0.022460938,0.234375,0.114257813,0.344726563,0.137695313,0.051757813,0.0703125,-4.216683486,5.73E-05,-9.137794147,-10.73997617,1.122621578,-21.78106711,-10.89053356,-2.140066163,0.349385621,1.645713915,1.638002203,0.596774596,3.523034578,-23.91857448,0.941918882,0.357704121,0.336928266,0.122070313,0.234375,0.11328125,0.344726563,0.137695313,0.09765625,0.21875,0.146484375,0.080078125,0.571289063
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,10/02/2020 17:46,25.9,35,305,-8.137784698,-7.7336995,-8.586855398,0.775248938,-17.82606727,-8.913033636,0.335118915,2.604582601,2.598675144,1.140113553,5.010780069,-18.82113104,0.759990656,0.125514811,0.095390084,0.022460938,0.112304688,0.2109375,0.446289063,1.1484375,1.206054688,1.365234375,0.340820313,0.3125,1.467773438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,10/02/2020 17:51,25.9,35,1261,-9.039845781,-8.475535674,-9.710189931,0.947088739,-19.97386904,-9.986934521,0.363092189,2.552633346,2.509735785,0.532494831,3.333145319,-19.64635369,0.89873595,0.319541429,0.28718337,0.006835938,0.018554688,0.131835938,0.249023438,0.119140625,0.147460938,0.49609375,0.516601563,0.079101563,2.141601563,-4.019157507,5.84E-05,-9.200456322,-10.96437795,1.28394104,-22.06561715,-11.03280858,-2.047692843,0.364434493,1.882832285,1.839386987,0.51445375,3.356301912,-23.60956577,0.953004698,0.268083918,0.255485233,0.1328125,0.249023438,0.119140625,0.1484375,0.387695313,0.49609375,0.516601563,1.893554688,0.022460938,2.036132813
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,10/02/2020 17:56,25.9,35.5,674,-8.814008469,-8.134883901,-9.283913745,0.80400866,-19.23603426,-9.618017129,0.229639663,2.337539774,2.311629919,0.630090731,4.490162076,-19.61615766,0.860127457,0.255290643,0.219582492,0.008789063,0.024414063,0.052734375,0.038085938,0.108398438,0.092773438,0.141601563,0.1796875,0.125,0.221679688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,10/02/2020 18:25,25.9,36,577,-8.601388476,-8.230011024,-9.577944445,1.182484209,-19.56774537,-9.783872685,0.345167532,2.864621084,2.815928341,0.708047104,6.24375838,-19.33671463,0.855122299,0.18275876,0.156281091,0.010742188,0.119140625,0.099609375,0.20703125,0.151367188,0.443359375,0.682617188,0.5546875,0.76953125,1.981445313,-3.899048974,6.34E-05,-9.085276696,-10.72720708,1.031205392,-21.39426701,-10.69713351,-2.1690537,0.342326598,2.208258624,2.157113853,0.746704764,6.676991144,-24.07410627,0.927512293,0.145571465,0.135019323,0.1171875,0.20703125,0.443359375,0.680664063,0.553710938,0.767578125,1.98046875,2.310546875,1.287109375,1.590820313
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,10/02/2020 19:01,25.9,35.5,447,-8.297779676,-7.644719292,-8.594397979,0.64056462,-17.87668859,-8.938344296,0.363092189,3.095144521,3.054278129,0.675164126,3.426473076,-20.05606767,0.792412428,0.176871308,0.140155023,0.016601563,0.049804688,0.131835938,0.162109375,1,1.044921875,0.549804688,1.125976563,0.833984375,2.172851563,-2.906845695,6.65E-05,-9.116568801,-10.85969942,1.359477827,-21.9554126,-10.9777063,-1.32175584,0.363092189,3.368880448,3.232880991,0.990578157,3.355518809,-24.14975779,0.952341129,0.115587907,0.110079118,0.131835938,0.227539063,1.000976563,1.043945313,1.495117188,0.548828125,1.125976563,0.834960938,2.172851563,1.193359375
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,10/02/2020 19:02,25.9,35.5,415,-8.382997475,-7.781066019,-8.738193238,0.65498606,-18.07596707,-9.037983535,0.33946189,2.915249015,2.822303823,0.664017899,4.397381003,-20.19952534,0.800668804,0.152687028,0.12225174,0.016601563,0.115234375,0.142578125,0.083984375,0.17578125,0.241210938,0.377929688,0.708984375,1.151367188,0.75,-3.080698602,8.36E-05,-8.765650971,-10.56474904,1.172905575,-21.12440953,-10.56220477,NA,0.332192057,2.211679575,2.202741409,0.626960219,4.9202419,-24.05793013,0.92718241,0.116362336,0.107889111,0.110351563,0.139648438,0.247070313,0.178710938,0.205078125,1.15234375,0.618164063,1.77734375,0.70703125,1.747070313
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,10/02/2020 19:17,25.9,35,2485,-8.073916347,-7.582427671,-9.094460018,1.23447154,-18.61677577,-9.308387887,0.326259578,3.219261311,2.917981278,0.537772471,5.641627614,-18.29066171,0.83888379,0.489543742,0.410670309,0.006835938,0.01171875,0.01953125,0.015625,0.024414063,0.001953125,0.106445313,0.111328125,0.1171875,0.1328125,-3.045132224,0.000131646,-8.399564973,-10.72857349,1.519941237,-20.91066508,-10.45533254,-2.140066163,0.326259578,2.479049579,2.176296968,0.764566686,5.650153262,-23.2464991,0.920974655,0.35309782,0.325194143,0.106445313,0.112304688,0.116210938,0.122070313,0.1015625,0.1328125,0.126953125,0.344726563,0.223632813,0.137695313
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,10/02/2020 19:39,25.2,36,2750,-8.749749184,-8.157998891,-9.709560814,1.252950713,-20.00539979,-10.0026999,0.345167532,2.362396792,2.349541551,0.234665675,3.421162868,-18.80202157,0.890806452,0.467039351,0.416041667,0.010742188,0.002929688,0.119140625,0.018554688,0.19921875,0.098632813,0.091796875,0.216796875,0.189453125,0.231445313,-3.925699781,9.73E-05,-8.57521284,-10.43344494,1.293029412,-21.06186397,-10.53093199,-2.238046572,0.345167532,1.856428148,1.844856197,0.651967576,3.418796316,-22.68281231,0.924791922,0.465550767,0.430537588,0.119140625,0.19921875,0.20703125,0.098632813,0.091796875,0.216796875,0.125976563,0.189453125,0.231445313,0.18359375
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,10/02/2020 19:41,25.2,36,1852,-8.290365981,-7.834672295,-9.669996745,1.287677995,-19.15608795,-9.578043975,0.354931772,3.136401301,2.708466155,0.318598444,5.224652305,-19.31756057,0.854413774,0.35193227,0.300695779,0.006835938,0.125976563,0.1171875,0.37109375,0.25,0.022460938,0.232421875,0.108398438,0.095703125,0.056640625,-3.64978632,0.000170521,-8.158838509,-10.35565951,1.458317263,-20.26993287,-10.13496643,-2.079441542,0.35630482,2.603611972,2.176439226,0.686305962,5.235062543,-23.02252046,0.897202098,0.305750961,0.274320403,0.126953125,0.1171875,0.37109375,0.25,0.232421875,0.625976563,0.6171875,0.107421875,0.094726563,0.056640625
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,10/02/2020 19:42,25.2,36,536,-9.075322879,-8.440927821,-9.185738672,0.627505635,-19.40565703,-9.702828514,0.321738442,3.653580146,3.554578676,0.648195629,7.486019979,-19.99914485,0.859937946,0.237935234,0.204609537,0.010742188,0.103515625,0.032226563,0.2109375,0.1328125,0.05859375,0.044921875,0.073242188,0.177734375,0.709960938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,10/02/2020 19:56,25.2,36,2780,-8.970650852,-8.321602468,-9.904599066,1.199803381,-20.34090847,-10.17045423,0.359035165,2.125573838,2.034854577,0.304581581,4.088005329,-20.47233717,0.906720231,0.523864618,0.474998648,0.010742188,0.002929688,0.12890625,0.09765625,0.225585938,0.212890625,0.115234375,0.14453125,0.256835938,0.240234375,-4.280374041,8.74E-05,-8.777640851,-10.64035408,1.334148054,-21.35736112,-10.67868056,-2.140066163,0.359035165,1.646084241,1.558694053,0.603148058,4.07867797,-23.21839592,0.93821351,0.494609857,0.464049651,0.12890625,0.09765625,0.225585938,0.115234375,0.14453125,0.256835938,0.240234375,0.12109375,0.235351563,0.579101563
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,10/02/2020 20:07,25.2,36,1645,-8.673673253,-8.127718413,-9.266116396,0.950715865,-19.24877824,-9.624389118,0.47495888,2.379075474,2.220522692,0.611240165,5.143592023,-19.47251085,0.864393759,0.366020069,0.316385464,0.006835938,0.021484375,0.225585938,0.46875,0.349609375,0.045898438,0.360351563,0.595703125,0.081054688,0.0703125,-3.613744211,7.60E-05,-8.83549524,-11.24938644,1.389727806,-21.74771122,-10.87385561,-2.140066163,0.47495888,1.683740416,1.502940779,0.600478292,5.256041211,-23.94087046,0.943500836,0.27378448,0.258315886,0.225585938,0.236328125,0.34765625,0.46875,0.359375,0.484375,0.826171875,0.265625,0.887695313,2.65234375
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,10/02/2020 20:20,25.2,35.5,173,-9.17063501,-9.17033651,-9.931775573,0.897972435,-20.13721489,-10.06860744,0.321738442,3.441556711,3.251801966,0.870109958,10.71373737,-19.17843052,0.868438256,0.174336744,0.151400698,0.103515625,0.247070313,0.353515625,1.125,0.754882813,0.299804688,0.998046875,2.181640625,2.421875,1.583007813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,10/02/2020 20:35,25.2,35,1502,-9.269402802,-8.631182503,-9.912553486,0.922487711,-20.38378103,-10.19189051,0.467707173,2.364045088,1.932699812,0.483858949,3.562103013,-19.30297278,0.904709165,0.362975362,0.328387136,0.005859375,0.013671875,0.018554688,0.21875,0.119140625,0.102539063,0.231445313,0.4453125,0.673828125,0.55859375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,10/02/2020 20:35,25.2,35,1037,-8.429884455,-7.818439495,-9.032921747,0.820613144,-18.5009952,-9.250497598,0.35078038,2.199171572,2.180014149,0.81453995,4.77597989,-19.36354131,0.827710812,0.26885912,0.2225376,0.009765625,0.123046875,0.145507813,0.041992188,0.24609375,0.262695313,0.512695313,0.3984375,0.489257813,0.662109375,-3.204452719,6.88E-05,-8.970268233,-11.03062111,1.32303261,-21.81412185,-10.90706093,-2.031432322,0.352169615,2.543825071,2.44002954,0.886642897,4.759099027,-23.4311466,0.946954128,0.21281421,0.201525295,0.124023438,0.147460938,0.245117188,0.262695313,0.512695313,0.399414063,0.64453125,0.633789063,0.489257813,0.662109375
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,10/02/2020 20:36,25.2,35,459,-8.360659495,-7.682576372,-8.406653173,0.576590841,-17.87450067,-8.937250337,0.333658695,3.6637797,3.567099708,0.652558842,6.208809556,-19.80896692,0.791912619,0.199564963,0.158038013,0.013671875,0.041015625,0.111328125,0.26171875,0.083984375,0.5,0.177734375,1.25390625,0.741210938,1.118164063,-2.925320215,6.09E-05,-9.128191685,-10.58603337,1.028732159,-21.47059833,-10.73529916,-2.079441542,0.340897254,2.816575686,2.718026839,1.016686782,6.434635301,-22.51908519,0.938034479,0.117457352,0.110179046,0.116210938,0.26171875,0.498046875,0.387695313,0.748046875,1.118164063,1.252929688,2.069335938,2.04296875,1.502929688
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,10/02/2020 20:50,25.2,35,500,-8.640265826,-8.18921564,-9.228406222,0.817453877,-18.91543941,-9.457719703,0.361744903,2.39838472,1.919731556,0.713063294,5.092709185,-20.1560872,0.840281499,0.183536386,0.154222229,0.012695313,0.130859375,0.051757813,0.106445313,0.077148438,0.2421875,0.219726563,0.397460938,1.326171875,0.791015625,-3.498252471,5.90E-05,-9.0945632,-10.81809418,1.171730416,-21.81795664,-10.90897832,NA,0.363092189,1.866194086,1.847522255,0.84397724,5.08529725,-25.76824117,0.941293385,0.136377123,0.128370884,0.131835938,0.109375,0.15234375,0.076171875,0.215820313,0.189453125,0.389648438,1.325195313,0.052734375,0.7890625
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,10/02/2020 21:15,25.2,34.5,521,-9.067059968,-8.875413596,-9.805237328,0.966045473,-20.06621088,-10.03310544,0.349385621,2.539305001,2.443558723,0.594028998,5.355292126,-18.98684259,0.896159016,0.200268873,0.179472756,0.010742188,0.122070313,0.251953125,0.16015625,0.092773438,0.048828125,0.604492188,0.192382813,1.462890625,2.366210938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,10/02/2020 23:53,23.8,32.1,1254,-9.12912059,-8.697930968,-9.971142549,1.065057523,-20.38835623,-10.19417811,0.326259578,3.048673307,2.978013777,0.547613826,4.424817353,-18.45770768,0.904539089,0.317289154,0.287000443,0.0078125,0.106445313,0.336914063,0.22265625,0.025390625,0.418945313,1.463867188,1.657226563,2.081054688,1.40234375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,11/02/2020 00:33,23.8,32.1,2565,-8.621553384,-7.979432645,-10.80670586,1.139155894,-19.52141856,-9.760709278,NA,2.788994776,2.754744827,0.519134161,4.216454181,-18.64948128,0.873654086,0.415584829,0.363077384,0.0078125,0.01171875,0.030273438,0.0234375,0.018554688,0.034179688,0.026367188,0.041015625,0.038085938,0.044921875,-3.297232995,9.40E-05,-8.601541278,-11.25667016,1.468385943,-21.48102675,-10.74051337,-2.125251078,0.479053429,2.248665283,2.200201622,0.901478444,4.195985249,-23.15900571,0.938434375,0.41097464,0.385672729,0.229492188,0.111328125,0.365234375,0.078125,0.3515625,0.70703125,0.099609375,0.251953125,0.150390625,1.416992188
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,11/02/2020 01:52,23.8,31.6,1367,-9.140125139,-8.581884005,-10.58421627,1.089366779,-20.45898384,-10.22949192,0.335118915,2.064134811,2.055920663,0.273857632,5.076236248,-19.39699618,0.90893528,0.321947636,0.292629565,0.004882813,0.112304688,0.216796875,0.103515625,0.227539063,0.208984375,0.096679688,0.19921875,0.090820313,0.049804688,-4.283885977,6.15E-05,-9.170043011,-10.54381049,1.065651309,-21.52479308,-10.76239654,-2.197224577,0.335118915,1.531852901,1.522051443,0.726628823,5.227931084,-23.10372101,0.942974647,0.291017114,0.27442176,0.112304688,0.216796875,0.103515625,0.227539063,0.208007813,0.096679688,0.08984375,0.200195313,0.083007813,0.329101563
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,11/02/2020 01:52,23.8,31.6,2110,-8.801001961,-8.304307627,-10.13972868,1.219062094,-20.04012811,-10.02006406,0.367104379,2.178580826,2.14071637,0.501123015,4.441187146,-20.81242466,0.900006847,0.391860771,0.352677377,0.01171875,0.134765625,0.140625,0.125,0.02734375,0.237304688,0.27734375,0.247070313,0.111328125,0.255859375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,11/02/2020 01:58,23.8,31.6,507,-7.7651934,-7.304774909,-8.480763876,0.830905905,-17.19219861,-8.596099304,0.397747564,3.467183052,3.450522529,0.966339027,7.67370045,-19.40334737,0.750004196,0.178117024,0.133588515,0.012695313,0.037109375,0.158203125,0.250976563,0.110351563,0.359375,0.217773438,0.489257813,0.947265625,2.049804688,-2.57799293,8.70E-05,-8.786152774,-10.47542923,1.210531625,-21.12074242,-10.56037121,-1.658228077,0.277756076,2.638375444,2.620202667,0.363873841,7.607740277,-24.24543092,0.920978451,0.132780533,0.12228801,0.077148438,0.25,0.360351563,0.1015625,0.157226563,0.21484375,0.604492188,0.48828125,0.947265625,2.049804688
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,11/02/2020 04:34,23.2,30.6,815,-9.172767259,-8.65087998,-9.889116163,0.942610864,-20.23075624,-10.11537812,0.365771872,2.476701646,2.448283287,0.562863374,4.011201083,-19.23923456,0.903922664,0.199423152,0.180263107,0.01171875,0.133789063,0.109375,0.256835938,0.243164063,0.165039063,0.487304688,0.232421875,0.611328125,1.395507813,-4.199022941,6.11E-05,-9.17648364,-10.95986211,1.35418878,-22.11434014,-11.05717007,-2.094945728,0.364434493,1.818199194,1.789615826,0.648871945,3.993775989,-23.96404334,0.950850891,0.197544036,0.187834923,0.1328125,0.108398438,0.256835938,0.243164063,0.1640625,0.079101563,0.341796875,0.231445313,0.611328125,1.395507813
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,13/02/2020 16:11,26.6,33.5,732,-7.850197867,-7.337212518,-10.00546902,1.232918568,-18.16623287,-9.083116435,0.225346955,2.837361548,2.826567683,0.748008718,4.508926679,-19.54137037,0.80615885,0.160868999,0.129685967,0.020507813,0.03515625,0.006835938,0.05078125,0.065429688,0.095703125,0.17578125,0.12109375,0.19140625,0.161132813,-2.63646976,7.02E-05,-8.880908169,-10.62801601,1.089570723,-21.30812644,-10.65406322,-1.446918983,0.289800578,1.902182994,1.890514527,0.447848915,4.366043389,-23.87548036,0.934128742,0.173519753,0.162089789,0.083984375,0.098632813,0.227539063,0.114257813,0.174804688,0.158203125,0.193359375,0.208984375,0.142578125,0.327148438
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,13/02/2020 16:26,26.6,33.5,348,-7.732629345,-7.186316746,-8.231599077,0.846039049,-17.15733679,-8.578668394,0.277756076,3.291169005,2.910014486,0.65824281,4.998616922,-20.35161611,0.74196652,0.118570514,0.087975352,0.021484375,0.077148438,0.135742188,0.188476563,0.234375,1.017578125,1.7109375,0.90625,1.18359375,1.534179688,-2.41038278,8.56E-05,-8.701228746,-10.32174588,0.895033846,-20.5219293,-10.26096465,-2.031432322,0.345167532,2.368506577,2.159706668,0.97311458,6.30860032,-24.97283416,0.90456116,0.100618076,0.091015203,0.119140625,1.713867188,1.021484375,2.229492188,1.181640625,0.075195313,2.455078125,0.466796875,2.36328125,2.703125
Aphis fabae,http://purl.obolibrary.org/obo/NCBITaxon_191316,13/02/2020 16:28,26.6,33.5,517,-8.461885897,-7.820244402,-8.911171133,0.742450238,-18.40867227,-9.204336135,0.395284708,2.621538433,2.5827314,0.784219157,5.871614429,-20.16909606,0.826151128,0.179503242,0.148296806,0.015625,0.043945313,0.15625,0.118164063,0.543945313,0.092773438,0.791992188,1.383789063,1.081054688,1.614257813,-3.127653159,5.11E-05,-9.358386258,-11.05881491,1.185097957,-22.13314676,-11.06657338,-1.252762968,0.394047507,1.925127063,1.862684739,0.673388569,5.794957554,-22.81574459,0.9549499,0.132866635,0.12688098,0.155273438,0.120117188,0.54296875,0.79296875,1.381835938,1.083007813,1.614257813,2.5703125,1.653320313,1.680664063
