species,species_refID,datetime,temp,humid,lengthAudio,log_maxAmp,log_rangeAmp,log_iqrAmp,log_crestFactor,log_power,log_rms,sqrt_domfreq,bioacousticIndex,bioacousticIndex_2,bioacousticIndex_3,bioacousticIndex_4,log_amplitudeIndex,spectralEntropy,temporalEntropy,acousticEntropy,harmonics.1,harmonics.2,harmonics.3,harmonics.4,harmonics.5,harmonics.6,harmonics.7,harmonics.8,harmonics.9,harmonics.10,log_gamAmp,log_maxAmp_g,log_rangeAmp_g,log_iqrAmp_g,log_crestFactor_g,log_power_g,log_rms_g,log_fundFreq,sqrt_domfreq_g,bioacousticIndex_g,bioacousticIndex_g_2,bioacousticIndex_g_3,bioacousticIndex_g_4,log_amplitudeIndex_g,spectralEntropy_g,temporalEntropy_g,acousticEntropy_g,harmonics_g.1,harmonics_g.2,harmonics_g.3,harmonics_g.4,harmonics_g.5,harmonics_g.6,harmonics_g.7,harmonics_g.8,harmonics_g.9,harmonics_g.10
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,18/06/2018 23:54,28,46.7,902,-7.778545959,-7.088738209,-9.214225655,1.007461287,-17.57201449,-8.786007246,0.286410981,2.702482973,2.570387988,0.518904707,5.695680783,-19.44034183,0.783122696,0.225201312,0.176360258,0.014648438,0.08203125,0.095703125,0.041015625,0.184570313,0.165039063,0.26171875,0.120117188,0.200195313,0.153320313,-2.508218723,0.000171094,-8.008308116,-9.509226883,0.889331136,-19.12525225,-9.562626123,-2.397895273,0.307776806,2.156457575,2.031651744,0.442683231,6.411678783,-25.44747843,0.851268521,0.222202723,0.189154184,0.094726563,0.083007813,0.184570313,0.165039063,0.26171875,0.200195313,0.119140625,0.069335938,0.447265625,0.227539063
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,18/06/2018 23:54,28,46.7,1709,-8.705906825,-8.206490504,-9.687661306,1.251558544,-19.91493074,-9.95746537,0.293150985,2.751728367,2.582971603,0.486739544,6.001511323,-18.75235322,0.871528744,0.373314933,0.325354695,0.00390625,0.0859375,0.012695313,0.034179688,0.028320313,0.166992188,0.018554688,0.040039063,0.073242188,0.06640625,-4.044031328,0.000100434,-8.52293629,-9.963869334,1.137093548,-20.68619801,-10.34309901,-2.431417965,0.291480595,2.447836239,2.284838461,0.35108707,6.339940471,-23.6794428,0.90286777,0.347140423,0.3134219,0.084960938,0.094726563,0.166992188,0.174804688,0.249023438,0.2578125,0.370117188,0.2109375,0.11328125,0.107421875
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,18/06/2018 23:54,28,46.7,485,-6.808951998,-6.225752838,-7.415067079,0.78934612,-15.19659624,-7.598298118,0.369754986,2.272462691,2.27081686,0.807941487,8.803151206,-19.16236035,0.678928665,0.143582329,0.097482159,0.021484375,0.13671875,0.072265625,0.272460938,0.338867188,0.475585938,0.5703125,0.655273438,0.970703125,1.053710938,-1.472009205,0.000219799,-7.903768701,-10.01525042,1.246222747,-19.33803722,-9.669018608,-1.963609726,0.364434493,1.18576717,1.183642475,0.6132834,8.287528399,-23.01897091,0.870145629,0.115074855,0.100131882,0.1328125,0.08203125,0.276367188,0.48046875,0.568359375,0.7265625,0.65625,0.887695313,0.967773438,1.13671875
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,18/06/2018 23:54,28,46.7,3750,-7.61512076,-7.181208411,-9.142873413,1.346191671,-17.92262486,-8.961312431,0.275992527,3.870544473,3.801483223,0.381159901,4.871659778,-17.0674455,0.759587177,0.547659711,0.415995294,0.00390625,0.076171875,0.080078125,0.15625,0.237304688,0.010742188,0.30859375,0.301757813,0.08984375,0.375976563,-2.634114882,0.000242174,-7.762664288,-9.869581387,1.447938396,-19.54758306,-9.773791528,-2.125251078,0.284701049,3.386076432,3.319343394,0.33111747,4.847462663,-21.17640684,0.839016835,0.561413576,0.471035442,0.081054688,0.15625,0.237304688,0.30859375,0.1484375,0.076171875,0.301757813,0.08984375,0.375976563,0.403320313
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,18/06/2018 23:54,28,46.7,1523,-7.368524412,-6.837933308,-9.810948514,1.318545844,-17.37414051,-8.687070256,0.28125,2.856913018,2.788915779,0.694153707,5.157225281,-19.90647732,0.752230848,0.244774602,0.184127007,0.013671875,0.079101563,0.068359375,0.146484375,0.1640625,0.155273438,0.094726563,0.171875,0.138671875,0.240234375,-2.107254115,0.000132481,-8.371566069,-10.18871497,1.48696682,-20.83208085,-10.41604042,-2.495269437,0.282980786,2.12275991,2.073857693,0.383845925,5.114657497,-25.44649686,0.90876551,0.298558108,0.271319311,0.080078125,0.146484375,0.086914063,0.1640625,0.09375,0.155273438,0.171875,0.138671875,0.240234375,0.231445313
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,18/06/2018 23:55,28,46.7,2261,-7.024509142,-6.489347618,-10.28727646,1.355870247,-16.76075878,-8.380379389,0.310933574,3.280452479,2.927449664,0.860288137,4.096769107,-19.3893052,0.721213564,0.214258134,0.154525872,0.01171875,0.038085938,0.096679688,0.079101563,0.071289063,0.166015625,0.173828125,0.389648438,0.275390625,0.846679688,-1.729647214,0.000187772,-8.077172102,-11.76043657,1.828107899,-20.81677681,-10.4083884,-2.183238335,0.40625,2.485334081,2.113017341,0.348941834,4.054071929,-22.78063458,0.91002576,0.226393593,0.206024002,0.165039063,0.314453125,0.389648438,0.275390625,0.200195313,2.021484375,0.295898438,0.291992188,0.846679688,2.322265625
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,18/06/2018 23:56,28,46.7,2468,-7.11342128,-6.600413076,-9.185022477,1.581933542,-17.39070964,-8.695354822,0.268822665,3.383869831,3.204991754,0.898725281,4.068607709,-18.37881225,0.730025112,0.305312522,0.222885808,0.0078125,0.013671875,0.020507813,0.002929688,0.072265625,0.083984375,0.078125,0.08984375,0.250976563,0.172851563,-1.761409404,9.29E-05,-8.737162498,-10.57229464,1.32507039,-21.21918717,-10.60959358,-2.154664963,0.289800578,2.46904706,2.29376377,0.374150626,3.900211935,-23.80399701,0.91452803,0.435239276,0.398038517,0.083984375,0.08984375,0.250976563,0.161132813,0.232421875,0.172851563,0.319335938,0.095703125,0.134765625,0.393554688
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,18/06/2018 23:56,28,46.7,421,-7.903291464,-7.247720642,-8.421814073,0.722400792,-17.25138451,-8.625692256,0.293150985,2.858545824,2.821521513,0.80755043,6.314295461,-20.35562192,0.763538535,0.131951439,0.100750008,0.0234375,0.0859375,0.1953125,0.165039063,0.227539063,0.274414063,0.309570313,0.803710938,0.728515625,1.28125,-2.51090524,5.71E-05,-9.115254017,-10.64098365,0.909004837,-21.36110019,-10.6805501,-1.832581464,0.330718914,2.118742074,2.071457526,0.726242026,6.843198074,-24.81700719,0.934082384,0.117113295,0.109393466,0.109375,0.166015625,0.193359375,0.23046875,0.274414063,0.310546875,0.512695313,0.731445313,1.28125,1.078125
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,18/06/2018 23:57,28,46.7,3275,-7.728900465,-7.133475858,-9.09457431,1.314522946,-18.08684682,-9.043423411,0.298106,3.332185078,3.314958526,0.498808869,4.664100385,-17.13881103,0.800334755,0.5085725,0.407028247,0.002929688,0.009765625,0.005859375,0.014648438,0.088867188,0.08203125,0.166992188,0.173828125,0.09765625,0.252929688,-2.694876116,0.000177633,-8.065415615,-10.04071971,1.306431258,-19.88444196,-9.942220978,-2.453157951,0.298106,2.853771973,2.853322071,0.322836857,4.653367438,-21.9333183,0.875847337,0.489156611,0.428426515,0.088867188,0.08203125,0.166992188,0.173828125,0.09765625,0.252929688,0.26171875,0.342773438,0.331054688,0.07421875
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,18/06/2018 23:59,28,46.2,1096,-7.008018745,-6.527782758,-8.974783954,1.173729889,-16.36349727,-8.181748634,0.248039185,3.380087266,3.357490171,1.054484307,4.285297651,-18.82058026,0.679740717,0.213426407,0.145074619,0.01171875,0.03515625,0.061523438,0.084960938,0.16796875,0.153320313,0.208007813,0.26171875,0.234375,0.125,-1.759279758,0.000120834,-8.395725535,-10.70049394,1.291451509,-20.62509585,-10.31254793,-2.442347035,0.301364086,2.426611075,2.404841548,0.178419763,4.187403407,-24.70641931,0.889040814,0.218765712,0.194491647,0.090820313,0.16796875,0.15234375,0.208007813,0.26171875,0.233398438,0.125,0.341796875,0.323242188,0.4609375
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,18/06/2018 23:59,28,46.2,845,-8.762703612,-8.07859774,-9.678414529,1.050772942,-19.62695311,-9.813476554,0.291480595,2.740306271,2.693885303,0.44306036,5.194813946,-20.516965,0.868746824,0.217688251,0.189115977,0.084960938,0.01171875,0.180664063,0.266601563,0.061523438,0.05078125,0.151367188,0.139648438,0.540039063,0.456054688,-3.64896958,0.000120307,-8.385493367,-9.969507266,0.974898281,-20.00071996,-10.00035998,-2.397895273,0.29481191,2.470174702,2.424114646,0.437888065,5.372785703,-22.92288028,0.888665447,0.202549751,0.179998965,0.086914063,0.182617188,0.267578125,0.15234375,0.141601563,0.458007813,0.540039063,0.068359375,0.23046875,0.639648438
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,19/06/2018 00:00,28,46.2,906,-6.657851722,-6.283193204,-8.267901441,1.132856027,-15.5814155,-7.790707749,0.392806409,2.798039922,2.792073871,0.939388148,5.133550991,-18.4851823,0.685496876,0.18621928,0.127652735,0.013671875,0.0390625,0.154296875,0.104492188,0.1328125,0.249023438,0.315429688,0.64453125,0.279296875,1.05078125,-1.467263316,0.000150879,-8.368294228,-10.5811956,1.470141545,-20.53834442,-10.26917221,-2.047692843,0.395284708,1.574120667,1.568305275,0.722239048,5.30342143,-24.42504728,0.914853875,0.174449971,0.159596232,0.15625,0.083007813,0.095703125,0.249023438,0.643554688,0.310546875,0.440429688,0.490234375,0.546875,1.05078125
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,19/06/2018 00:00,28,46.2,1406,-8.374886131,-7.707899754,-8.86744117,0.773799295,-18.29737085,-9.148685425,0.415754209,2.976747887,2.936668179,0.626212984,3.921313641,-19.24989406,0.807299997,0.342701775,0.276663142,0.0078125,0.172851563,0.09375,0.326171875,0.080078125,0.336914063,0.163085938,0.03125,0.493164063,0.416015625,-3.045316724,7.92E-05,-8.867545735,-10.72841995,1.362763507,-21.61264626,-10.80632313,-1.812378756,0.415754209,2.271127062,2.088970847,0.538415656,3.770460928,-23.07915742,0.931254404,0.296927349,0.276514901,0.172851563,0.094726563,0.326171875,0.3359375,0.163085938,0.079101563,0.258789063,0.245117188,0.416015625,0.493164063
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,19/06/2018 00:00,28,46.2,532,-6.73856431,-6.226174482,-7.364418418,0.92132869,-15.319786,-7.659892999,0.242061459,4.214064978,4.213596586,1.07282822,6.372230571,-19.02532185,0.68772412,0.147627563,0.101527036,0.018554688,0.05859375,0.099609375,0.143554688,0.26171875,0.231445313,0.172851563,0.197265625,0.403320313,0.489257813,-1.514745127,0.000245063,-7.873282931,-9.487301156,1.258138084,-19.14426821,-9.572134105,-2.125251078,0.284701049,3.358015539,3.278628963,0.48353506,6.380649647,-25.77117389,0.856026143,0.129926081,0.111220122,0.081054688,0.103515625,0.140625,0.262695313,0.333007813,0.227539063,0.174804688,0.1953125,0.056640625,0.485351563
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,19/06/2018 00:01,28,46.2,1925,-7.342750657,-7.125395976,-9.599097816,1.470595986,-17.62669328,-8.813346642,0.268822665,2.831744156,2.821514041,0.621501741,3.91162195,-17.48014351,0.76476889,0.341436656,0.261120132,0.00390625,0.072265625,0.114257813,0.150390625,0.172851563,0.331054688,1.5078125,1.920898438,2.272460938,1.426757813,-2.409341535,0.000131676,-8.293584613,-11.27473929,1.504322924,-20.87897253,-10.43948626,-2.211017899,0.279508497,2.13194801,2.130020319,0.502523688,4.028327588,-24.44482487,0.909837589,0.297981308,0.271114594,0.078125,0.092773438,0.1484375,1.5078125,1.919921875,0.8828125,0.827148438,2.272460938,1.427734375,2.381835938
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,19/06/2018 00:01,28,46.2,1597,-7.106913485,-6.956751801,-9.712009504,1.367761243,-16.94934946,-8.474674728,0.268822665,2.416054528,2.366723959,1.24704946,3.056692405,-18.02469993,0.665514069,0.23718955,0.157852982,0.01171875,0.005859375,0.072265625,0.092773438,0.086914063,0.107421875,1.018554688,1.916015625,1.802734375,2.545898438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,19/06/2018 00:01,28,46.2,2141,-7.326641487,-6.812465443,-9.339906248,1.263716382,-17.18071574,-8.590357869,0.286410981,3.475682984,3.182630155,0.735349171,3.801580935,-18.94066922,0.724091909,0.365485024,0.264644748,0.005859375,0.016601563,0.08203125,0.0703125,0.169921875,0.25,0.100585938,0.337890625,0.428710938,0.194335938,-2.131155095,0.000253332,-7.812602502,-10.66962707,1.530937296,-19.6234937,-9.81174685,-2.463853241,0.288110764,2.889028845,2.603053039,0.247350817,4.047642052,-22.42802868,0.850949474,0.29347327,0.249730925,0.083007813,0.168945313,0.25,0.1015625,0.336914063,0.411132813,0.427734375,0.196289063,0.518554688,0.603515625
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,19/06/2018 00:02,28,46.2,1187,-7.361432675,-6.827916249,-7.972770079,0.966207844,-16.65528104,-8.327640518,0.306186218,3.220558095,2.761102005,0.704335143,5.237264343,-18.05808762,0.737588102,0.266801212,0.1967894,0.008789063,0.025390625,0.09375,0.077148438,0.1640625,0.05078125,0.118164063,0.266601563,0.336914063,0.360351563,-2.154179155,0.000185317,-7.903720049,-9.892774435,1.144566141,-19.47602239,-9.738011197,-2.442347035,0.309359217,2.411949626,2.156842632,0.203860261,4.584670688,-23.78922641,0.868008076,0.251273047,0.218107034,0.095703125,0.1640625,0.115234375,0.232421875,0.3359375,0.265625,0.4140625,0.131835938,0.520507813,0.299804688
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,19/06/2018 00:02,28,46.2,1552,-7.620069629,-7.313446255,-9.275720426,1.214681227,-17.66950171,-8.834750856,0.282980786,3.418094842,3.306020605,0.63284304,4.279555821,-18.88589273,0.764524143,0.320076907,0.244706523,0.009765625,0.080078125,0.27734375,0.067382813,0.254882813,0.056640625,0.243164063,0.127929688,0.521484375,0.299804688,-2.680002799,0.000127701,-8.288495112,-10.88682915,1.292778793,-20.51719154,-10.25859577,-1.749199855,0.284701049,2.685601351,2.571707065,0.433704512,4.277915596,-23.27629086,0.891342654,0.280535251,0.250053035,0.081054688,0.110351563,0.27734375,0.255859375,0.243164063,0.3515625,0.5234375,0.299804688,0.06640625,0.140625
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,19/06/2018 00:03,28,46.2,4094,-7.338188344,-6.754671831,-8.888403351,1.308571513,-17.29351971,-8.646759857,0.304587323,3.015779036,2.821406284,0.698106977,5.238599736,-15.89313547,0.77223196,0.629303202,0.485968045,0.002929688,0.010742188,0.014648438,0.01953125,0.008789063,0.092773438,0.079101563,0.02734375,0.1796875,0.03515625,-2.138103391,0.000235258,-7.66449474,-10.11377502,1.450931525,-19.61151755,-9.805758777,-2.431417965,0.304587323,2.452402167,2.260036339,0.363309928,5.233043282,-19.09017737,0.875367664,0.531714518,0.465445696,0.092773438,0.080078125,0.16015625,0.1796875,0.252929688,0.171875,0.245117188,0.11328125,0.338867188,0.344726563
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,19/06/2018 00:03,28,46.2,462,-6.805231845,-6.132021795,-7.403683522,0.708491547,-15.02744679,-7.513723393,0.390312375,3.802406073,3.731155746,1.015043795,7.957495285,-19.17526808,0.666207037,0.137136833,0.091361524,0.022460938,0.15234375,0.194335938,0.3203125,0.2734375,0.49609375,0.53515625,0.577148438,0.900390625,0.818359375,-1.381546496,0.000170774,-8.088766893,-9.77245194,1.045018906,-19.44038123,-9.720190617,-2.302585093,0.317152861,2.817457133,2.738057793,0.550163504,7.374624461,-23.99493195,0.873558844,0.123812539,0.108157538,0.100585938,0.15234375,0.189453125,0.274414063,0.318359375,0.243164063,0.900390625,0.581054688,0.368164063,1.061523438
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,19/06/2018 00:03,28,46.2,596,-8.010813581,-7.378698411,-8.674494473,0.793983132,-17.60959343,-8.804796714,0.31868872,3.251325799,3.186052027,0.871186519,4.187226304,-19.84611178,0.759290985,0.181759956,0.138008696,0.015625,0.04296875,0.1015625,0.081054688,0.166015625,0.345703125,0.262695313,0.219726563,0.416992188,0.303710938,-2.638024,7.62E-05,-8.920375746,-10.26599508,1.107541675,-21.17890716,-10.58945358,-2.420368129,0.28125,2.572341116,2.498407456,0.308622031,4.061105643,-23.52459142,0.922926319,0.156099794,0.144068608,0.079101563,0.102539063,0.165039063,0.34375,0.418945313,0.262695313,0.1875,0.302734375,1.904296875,2.208984375
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,19/06/2018 00:03,28,46.2,933,-8.320911861,-7.672118947,-8.796164832,0.704124532,-18.05007278,-9.025036392,0.418096505,2.852118961,2.803662278,0.504108323,4.71901297,-19.25774846,0.790414895,0.24505831,0.193697739,0.010742188,0.174804688,0.041992188,0.087890625,0.15625,0.344726563,0.439453125,0.26953125,1.4609375,1.60546875,-2.937601343,8.03E-05,-8.911431789,-10.22203555,1.110637045,-21.08193431,-10.54096716,-1.727220948,0.416927002,2.055641602,2.012974394,0.585779099,4.9490069,-22.87759485,0.923851645,0.234497465,0.216640869,0.173828125,0.088867188,0.15625,0.344726563,0.125,0.438476563,1.4609375,2.077148438,0.55078125,1.60546875
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,19/06/2018 00:03,28,46.2,1253,-8.265700873,-7.701864939,-8.493015307,0.766016773,-18.06343529,-9.031717646,0.29973947,3.131077722,2.830961153,0.520972362,3.683635339,-19.37785164,0.810268891,0.340772532,0.276117382,0.0078125,0.08984375,0.017578125,0.1796875,0.03125,0.079101563,0.250976563,0.161132813,0.069335938,0.110351563,-3.092173543,0.000120845,-8.500689813,-10.08199374,1.234530577,-20.51107285,-10.25553643,-2.431417965,0.29973947,2.525656699,2.195175967,0.477020362,3.691577742,-23.33867095,0.908653922,0.25916595,0.235492157,0.08984375,0.180664063,0.162109375,0.250976563,0.078125,0.344726563,0.328125,0.110351563,0.12109375,0.143554688
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,19/06/2018 00:04,28,46.2,558,-7.132880404,-6.612021529,-7.586456493,0.859814954,-15.98539072,-7.992695358,0.229639663,4.24900724,4.197262461,0.848174926,5.418446418,-19.22097296,0.703715432,0.156648836,0.110236204,0.017578125,0.052734375,0.098632813,0.228515625,0.158203125,0.284179688,0.413085938,0.456054688,0.7109375,0.66015625,-1.938819621,0.000170217,-8.055949185,-10.42902778,1.15314931,-19.66316604,-9.831583021,-2.224623552,0.307776806,3.298698453,3.248552096,0.537049279,5.409334465,-23.23579701,0.875548592,0.123086764,0.107768443,0.094726563,0.23046875,0.16015625,0.287109375,0.327148438,0.4140625,0.383789063,0.705078125,0.662109375,1.42578125
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,19/06/2018 00:04,28,46.2,1902,-7.941896553,-7.296523967,-8.940926893,1.041781004,-17.96735511,-8.983677557,0.301364086,3.224337852,3.182788012,0.555333033,4.881501882,-19.310329,0.801165592,0.358964967,0.287590381,0.008789063,0.025390625,0.090820313,0.180664063,0.168945313,0.229492188,0.157226563,0.270507813,0.05078125,0.314453125,-2.660404482,0.000220173,-7.899454063,-10.4235737,1.734949069,-20.31208949,-10.15604474,-2.420368129,0.298106,2.621792334,2.588973466,0.308745643,4.892855114,-22.13430736,0.893389965,0.291647508,0.260554957,0.088867188,0.081054688,0.180664063,0.168945313,0.157226563,0.249023438,0.439453125,0.314453125,0.125976563,0.328125
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,19/06/2018 00:05,28,46.2,400,-7.952331965,-7.322985266,-8.440295705,0.682107512,-17.26887896,-8.634439478,0.259581996,4.639383167,4.490780115,0.833226695,6.554074834,-20.36877557,0.747541208,0.125779388,0.094025276,0.021484375,0.067382813,0.125976563,0.173828125,0.33203125,2.609375,0.60546875,1.765625,0.796875,1.39453125,-2.516770527,8.18E-05,-8.742782656,-10.36696068,0.972506477,-20.76690877,-10.38345439,-2.031432322,0.35078038,3.219560227,3.095478451,0.76955148,6.465170831,-23.50543506,0.91299665,0.112876342,0.103055722,0.123046875,0.08984375,0.169921875,0.331054688,0.247070313,0.60546875,2.609375,1.765625,0.796875,1.39453125
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,19/06/2018 00:06,28,46.2,2257,-7.220018168,-6.715479609,-8.688565515,1.25383113,-16.9476986,-8.473849299,0.29973947,2.913836198,2.787368788,0.641530171,4.747269076,-18.30964211,0.74822541,0.361214727,0.270270037,0.004882813,0.017578125,0.08984375,0.095703125,0.169921875,0.083984375,0.181640625,0.254882813,0.268554688,0.15625,-2.077222795,0.000214411,-7.901726886,-10.24150926,1.506694704,-19.908622,-9.954311001,-2.442347035,0.29973947,2.235031675,2.090820318,0.403473542,4.667060258,-22.95866522,0.88280495,0.340061204,0.300207715,0.08984375,0.095703125,0.169921875,0.083007813,0.181640625,0.254882813,0.262695313,0.268554688,0.337890625,0.15625
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,19/06/2018 00:06,28,46.2,817,-7.616962922,-7.253441541,-9.102756368,1.091003851,-17.41593355,-8.707966773,0.257694102,3.199869893,3.196839529,0.73616587,4.910377809,-19.41611205,0.76415554,0.195585246,0.149457549,0.012695313,0.06640625,0.090820313,0.107421875,0.26171875,0.147460938,0.130859375,0.338867188,0.310546875,0.2109375,-2.523168239,7.90E-05,-8.762520068,-10.52432363,1.107990944,-21.10784589,-10.55392294,-2.014903021,0.327752765,2.244766969,2.240856556,0.614468762,4.905847778,-25.61975244,0.919321663,0.206262581,0.189621659,0.107421875,0.090820313,0.264648438,0.146484375,0.180664063,0.1953125,0.439453125,0.510742188,0.3125,0.33984375
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,19/06/2018 00:06,28,46.2,678,-9.303348671,-8.610316734,-10.1724699,0.932719534,-20.47213641,-10.2360682,0.248039185,2.72651954,2.656187158,0.78082811,3.500777218,-20.59503971,0.862732789,0.205848672,0.177592399,0.01953125,0.033203125,0.047851563,0.005859375,0.061523438,0.075195313,0.108398438,0.166015625,0.122070313,0.151367188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,19/06/2018 00:07,28,46.2,737,-7.664798839,-7.102596898,-9.687192261,1.155678162,-17.640954,-8.820477001,0.23799291,3.269791833,3.234990967,0.679280536,5.401339362,-19.67691355,0.753899322,0.161793596,0.121976082,0.0234375,0.056640625,0.077148438,0.118164063,0.104492188,0.133789063,0.208984375,0.149414063,0.1796875,0.2890625,-2.410867574,7.42E-05,-8.906653298,-10.63826347,1.263464513,-21.54514098,-10.77257049,-2.014903021,0.34375,2.540251861,2.502966942,0.394148846,5.444238106,-24.35656625,0.928719805,0.185409512,0.172193486,0.118164063,0.079101563,0.104492188,0.133789063,0.208984375,0.180664063,0.150390625,0.2890625,0.26171875,0.424804688
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,19/06/2018 00:07,28,46.2,584,-7.76072108,-7.371287772,-9.106665521,1.044037039,-17.60951624,-8.804758119,0.293150985,3.724921789,3.486383098,0.837277984,7.549391569,-19.79442191,0.753727406,0.160660982,0.121094585,0.015625,0.0859375,0.151367188,0.229492188,0.200195313,0.291015625,0.364257813,0.25390625,0.513671875,1.362304688,-2.609985113,5.96E-05,-9.161116971,-10.47882263,0.986283332,-21.42755722,-10.71377861,-2.374905755,0.386541152,2.661342387,2.372944942,0.896784754,6.989223403,-23.85767706,0.924831761,0.159250764,0.147280164,0.149414063,0.23046875,0.208007813,0.286132813,0.251953125,0.515625,0.065429688,0.318359375,0.41015625,1.362304688
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,19/06/2018 00:07,28,46.2,1009,-8.439982108,-7.981418204,-9.136630814,1.054117511,-18.98819924,-9.494099619,0.291480595,2.684220928,2.5651431,0.538559883,3.977279011,-21.08101591,0.837682905,0.258744319,0.216745693,0.015625,0.032226563,0.045898438,0.084960938,0.073242188,0.18359375,0.159179688,0.234375,0.26171875,0.103515625,-3.369483032,7.27E-05,-8.901543113,-10.6452646,1.243625738,-21.54432283,-10.77216142,-2.420368129,0.293150985,2.00691195,1.884705682,0.474876001,3.948230281,-24.12288481,0.932241481,0.237109918,0.221043701,0.0859375,0.184570313,0.159179688,0.26171875,0.116210938,0.235351563,0.22265625,0.10546875,0.137695313,0.126953125
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,19/06/2018 00:07,28,46.2,2889,-7.07082092,-6.432061458,-8.826113558,1.210752206,-16.56314625,-8.281573126,0.286410981,3.313644172,3.273791141,0.755223911,5.268895619,-18.07423175,0.723620978,0.430471243,0.311498022,0.0078125,0.017578125,0.08203125,0.03125,0.026367188,0.09375,0.168945313,0.098632813,0.07421875,0.053710938,-1.857120155,0.000209415,-7.796786075,-9.844147695,1.057143985,-19.05667187,-9.528335935,-2.463853241,0.284701049,2.785843618,2.742353775,0.240496992,5.321281705,-21.81942596,0.850434532,0.456492809,0.388217248,0.081054688,0.168945313,0.09375,0.098632813,0.161132813,0.1796875,0.231445313,0.073242188,0.135742188,0.119140625
Drepanosiphum platanoidis,http://purl.obolibrary.org/obo/NCBITaxon_527648,19/06/2018 00:08,28,46.2,1048,-7.504932607,-6.94282228,-9.408139166,0.950679289,-16.91122379,-8.455611896,0.242061459,2.790714938,2.77247072,0.849437945,5.125855157,-19.07816024,0.724367527,0.215602241,0.156175262,0.013671875,0.05859375,0.09765625,0.038085938,0.243164063,0.173828125,0.161132813,0.327148438,0.682617188,0.40625,-2.190365913,0.000114648,-8.506686295,-10.74461609,1.468643734,-21.08458365,-10.54229182,-2.431417965,0.309359217,1.859267418,1.844178742,0.458495982,5.076834486,-24.47533284,0.92219698,0.227420053,0.209726086,0.095703125,0.080078125,0.2421875,0.161132813,0.326171875,0.340820313,0.133789063,0.407226563,0.682617188,0.729492188
